,x,y
0,7.0263,7.41
1,7.185150000000006,7.81
2,6.844549999999999,5.57
3,6.021450000000001,5.69
4,7.110100000000002,6.86
5,7.110850000000002,6.86
6,6.03965,6.2
7,6.297750000000003,6.12
8,6.9467500000000015,7.41
9,6.9255,7.2
10,6.446850000000001,6.33
11,7.316750000000002,7.66
12,6.838000000000002,7.53
13,6.8461000000000025,6.68
