x,y
4.06,3.97
5.4,5.02
4.39,4.15
4.5,4.75
7.41,7.11
7.81,7.12
6.3,6.1
7.12,7.41
4.07,4.21
8.42,8.1
8.12,8
6.24,6.5
4.1,4.19
4.23,4.17
