,file,Ti,Te,Rf,VT
0,raw_data/rohit_tidal.txt,2.51090909090909,1.755,14.0649973361747,0.000205420270112
1,raw_data/rohit_tidal_2.txt,2.76125,2.18,12.1426764482671,0.000160791687229
